,prediction_id,truth_id,IoU,score,geometry,predicted_label,true_label,image_path,match
37,,37,0.0,,"POLYGON ((180 87, 180 119, 140 119, 140 87, 180 87))",,Tree,a44855a1-patch_67600_32000.png,False
38,,38,0.0,,"POLYGON ((158 123, 158 144, 133 144, 133 123, 158 123))",,Tree,a44855a1-patch_67600_32000.png,False
39,,39,0.0,,"POLYGON ((234 261, 234 291, 204 291, 204 261, 234 261))",,Tree,a44855a1-patch_67600_32000.png,False
40,,40,0.0,,"POLYGON ((464 0, 464 31, 421 31, 421 0, 464 0))",,Tree,a44855a1-patch_67600_32000.png,False
0,0,0,0.9708130265218903,0.98082274,"POLYGON ((573 65, 573 135, 484 135, 484 65, 573 65))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
1,1,1,0.9773076353949923,0.9715868,"POLYGON ((218 643, 218 694, 170 694, 170 643, 218 643))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
2,2,2,0.9105489162315011,0.9661932,"POLYGON ((773 114, 773 155, 720 155, 720 114, 773 114))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
3,3,3,0.9834589680513243,0.96595544,"POLYGON ((541 160, 541 224, 466 224, 466 160, 541 160))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
4,4,4,0.9691955344217081,0.9494997,"POLYGON ((543 6, 543 60, 472 60, 472 6, 543 6))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
5,5,5,0.973240733084901,0.94845754,"POLYGON ((388 27, 388 76, 339 76, 339 27, 388 27))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
6,6,6,0.96514301327773,0.94739056,"POLYGON ((634 153, 634 219, 560 219, 560 153, 634 153))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
7,7,7,0.9562055494391304,0.94695216,"POLYGON ((89 459, 89 510, 33 510, 33 459, 89 459))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
8,8,8,0.9518772397805283,0.9462705,"POLYGON ((436 88, 436 144, 373 144, 373 88, 436 88))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
9,9,9,0.9328517468875848,0.93898064,"POLYGON ((184 488, 184 538, 113 538, 113 488, 184 488))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
10,10,10,0.7333715896130644,0.93729675,"POLYGON ((339 108, 339 170, 286 170, 286 108, 339 108))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
11,11,11,0.9812076959247715,0.9365164,"POLYGON ((505 330, 505 449, 384 449, 384 330, 505 330))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
12,12,12,0.9728081015349269,0.93369496,"POLYGON ((683 80, 683 140, 611 140, 611 80, 683 80))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
13,13,13,0.9773726710224414,0.927272,"POLYGON ((517 267, 517 327, 450 327, 450 267, 517 267))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
14,14,14,0.965479865577792,0.9223877,"POLYGON ((150 743, 150 798, 70 798, 70 743, 150 743))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
15,15,15,0.8483084256538937,0.8772624,"POLYGON ((448 509, 448 546, 413 546, 413 509, 448 509))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
16,16,16,0.6736831788768196,0.8760202,"POLYGON ((322 179, 322 235, 276 235, 276 179, 322 179))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
17,17,17,0.9676082820770936,0.8725935,"POLYGON ((798 39, 798 100, 744 100, 744 39, 798 39))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
18,18,18,0.9563079440201868,0.85700476,"POLYGON ((41 391, 41 445, 1 445, 1 391, 41 391))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
19,19,19,0.9650013445379698,0.8551342,"POLYGON ((745 61, 745 121, 683 121, 683 61, 745 61))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
20,20,20,0.9737636411338281,0.8498844,"POLYGON ((491 208, 491 267, 423 267, 423 208, 491 208))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
21,21,21,0.9509660965074453,0.83095014,"POLYGON ((214 710, 214 753, 170 753, 170 710, 214 710))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
22,22,22,0.3056803372434875,0.8074916,"POLYGON ((605 235, 605 280, 533 280, 533 235, 605 235))",Tree,Tree,b56f5b76-patch_66400_60000.png,False
23,23,23,0.8129385839748442,0.79234177,"POLYGON ((299 284, 299 321, 264 321, 264 284, 299 284))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
24,24,24,0.9367814319468699,0.7326548,"POLYGON ((307 653, 307 676, 279 676, 279 653, 307 653))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
25,25,25,0.9502232522371263,0.61312276,"POLYGON ((411 243, 411 281, 375 281, 375 243, 411 243))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
26,26,26,0.9690188323096403,0.6074577,"POLYGON ((33 587, 33 635, 0 635, 0 587, 33 587))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
27,27,27,0.9464166321789916,0.60726976,"POLYGON ((420 208, 420 243, 385 243, 385 208, 420 208))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
28,28,28,0.9256543518130462,0.56999093,"POLYGON ((44 662, 44 700, 7 700, 7 662, 44 662))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
29,30,29,0.9561592426909945,0.47677976,"POLYGON ((54 525, 54 566, 11 566, 11 525, 54 525))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
30,31,30,0.958334603470272,0.4385031,"POLYGON ((145 309, 145 359, 91 359, 91 309, 145 309))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
31,32,31,0.940387663086564,0.41231844,"POLYGON ((50 356, 50 383, 17 383, 17 356, 50 356))",Tree,Tree,b56f5b76-patch_66400_60000.png,True
32,29,32,0.0,0.531221,"POLYGON ((310 247, 310 279, 274 279, 274 247, 310 247))",Tree,Tree,b56f5b76-patch_66400_60000.png,False
33,,33,0.0,,"POLYGON ((310 609, 310 632, 281 632, 281 609, 310 609))",,Tree,b56f5b76-patch_66400_60000.png,False
34,,34,0.0,,"POLYGON ((358 527, 358 545, 337 545, 337 527, 358 527))",,Tree,b56f5b76-patch_66400_60000.png,False
35,,35,0.0,,"POLYGON ((331 598, 331 611, 318 611, 318 598, 331 598))",,Tree,b56f5b76-patch_66400_60000.png,False
36,,36,0.0,,"POLYGON ((371 579, 371 593, 356 593, 356 579, 371 579))",,Tree,b56f5b76-patch_66400_60000.png,False
37,,37,0.0,,"POLYGON ((293 573, 293 590, 274 590, 274 573, 293 573))",,Tree,b56f5b76-patch_66400_60000.png,False
38,,38,0.0,,"POLYGON ((162 736, 162 755, 143 755, 143 736, 162 736))",,Tree,b56f5b76-patch_66400_60000.png,False
39,,39,0.0,,"POLYGON ((570 292, 570 315, 549 315, 549 292, 570 292))",,Tree,b56f5b76-patch_66400_60000.png,False
40,,40,0.0,,"POLYGON ((556 349, 556 367, 538 367, 538 349, 556 349))",,Tree,b56f5b76-patch_66400_60000.png,False
0,0,0,0.8957976686649245,0.98938036,"POLYGON ((569 662, 569 776, 461 776, 461 662, 569 662))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
1,1,1,0.9495408574722837,0.98902506,"POLYGON ((92 501, 92 583, 14 583, 14 501, 92 501))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
2,2,2,0.9486491073644014,0.98587555,"POLYGON ((143 426, 143 507, 56 507, 56 426, 143 426))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
3,3,3,0.9794406354090708,0.97763354,"POLYGON ((170 308, 170 416, 59 416, 59 308, 170 308))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
4,4,4,0.8337495403261636,0.96811926,"POLYGON ((337 548, 337 668, 210 668, 210 548, 337 548))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
5,5,5,0.7499003457059125,0.758195,"POLYGON ((584 323, 584 397, 507 397, 507 323, 584 323))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
6,6,6,0.7532839666973711,0.7426836,"POLYGON ((342 459, 342 548, 232 548, 232 459, 342 459))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
7,7,7,0.8480483195361115,0.7321822,"POLYGON ((318 271, 318 346, 216 346, 216 271, 318 271))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
8,8,8,0.7122007215510007,0.6010134,"POLYGON ((353 384, 353 463, 251 463, 251 384, 353 384))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
9,9,9,0.9814294258696973,0.5928313,"POLYGON ((406 595, 406 649, 361 649, 361 595, 406 595))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
10,10,10,0.4411069568311363,0.45001784,"POLYGON ((796 678, 796 799, 622 799, 622 678, 796 678))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
11,11,11,0.648229233233293,0.41663566,"POLYGON ((324 142, 324 213, 238 213, 238 142, 324 142))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
12,14,12,0.671490098452129,0.35441944,"POLYGON ((319 207, 319 270, 214 270, 214 207, 319 207))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
13,15,13,0.7594554033954888,0.33419493,"POLYGON ((563 0, 563 17, 535 17, 535 0, 563 0))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
14,16,14,0.5182324050375345,0.3291408,"POLYGON ((285 758, 285 790, 252 790, 252 758, 285 758))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
15,19,15,0.44570719383489643,0.23362915,"POLYGON ((435 545, 435 566, 411 566, 411 545, 435 545))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
16,21,16,0.5316090005017323,0.21206488,"POLYGON ((622 462, 622 493, 598 493, 598 462, 622 462))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
17,28,17,0.3523316778022411,0.16195318,"POLYGON ((793 23, 793 92, 729 92, 729 23, 793 23))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
18,33,18,0.41018152806147024,0.1434966,"POLYGON ((589 620, 589 656, 556 656, 556 620, 589 620))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
19,34,19,0.45943996583753816,0.13962463,"POLYGON ((585 555, 585 580, 557 580, 557 555, 585 555))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
20,41,20,0.8427509743270455,0.11369209,"POLYGON ((192 501, 192 522, 174 522, 174 501, 192 501))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
21,45,21,0.2947807087401122,0.101064876,"POLYGON ((375 325, 375 392, 257 392, 257 325, 375 325))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
22,18,22,0.5990585919160142,0.23682415,"POLYGON ((264 92, 264 107, 245 107, 245 92, 264 92))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
23,24,23,0.20992502572675523,0.19164185,"POLYGON ((306 86, 306 103, 287 103, 287 86, 306 86))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
24,40,24,0.40313131829420207,0.11481066,"POLYGON ((784 1, 784 17, 756 17, 756 1, 784 1))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,True
25,12,25,0.0,0.38242415,"POLYGON ((500 602, 500 651, 458 651, 458 602, 500 602))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
26,17,26,0.0,0.25820705,"POLYGON ((544 555, 544 577, 521 577, 521 555, 544 555))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
27,13,27,0.0414613860780465,0.36501703,"POLYGON ((249 588, 249 732, 98 732, 98 588, 249 588))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
28,20,28,0.0,0.21581262,"POLYGON ((357 536, 357 557, 323 557, 323 536, 357 536))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
29,22,29,0.0,0.1968892,"POLYGON ((529 614, 529 657, 491 657, 491 614, 529 614))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
30,23,30,0.0,0.1923476,"POLYGON ((570 614, 570 656, 530 656, 530 614, 570 614))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
31,27,31,0.0,0.16642275,"POLYGON ((717 662, 717 689, 686 689, 686 662, 717 662))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
32,26,32,0.0,0.1729446,"POLYGON ((796 665, 796 707, 760 707, 760 665, 796 665))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
33,25,33,0.3519220186085759,0.19035521,"POLYGON ((754 378, 754 407, 715 407, 715 378, 754 378))",Tree,Tree,c94f552b-zz_23_676947.81_4848504.28.png,False
0,0,0,0.7234201201088154,0.8929243,"POLYGON ((312 0, 312 50, 213 50, 213 0, 312 0))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
1,1,1,0.6575634332938272,0.794743,"POLYGON ((259 34, 259 123, 157 123, 157 34, 259 34))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
2,2,2,0.7116640680396812,0.63822323,"POLYGON ((186 0, 186 80, 45 80, 45 0, 186 0))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
3,3,3,0.2769890894760957,0.5181151,"POLYGON ((313 739, 313 774, 276 774, 276 739, 313 739))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,False
4,4,4,0.6256678532482648,0.48244473,"POLYGON ((692 15, 692 62, 641 62, 641 15, 692 15))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
5,6,5,0.9195216564762767,0.25440642,"POLYGON ((268 637, 268 662, 246 662, 246 637, 268 637))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
6,8,6,0.03700056595816726,0.1890941,"POLYGON ((115 531, 115 554, 90 554, 90 531, 115 531))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,False
7,10,7,0.8846195152521794,0.13936466,"POLYGON ((182 665, 182 678, 166 678, 166 665, 182 665))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
8,13,8,0.48659938083258547,0.12254366,"POLYGON ((439 786, 439 798, 411 798, 411 786, 439 786))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,True
9,18,9,0.16027409328010578,0.10767538,"POLYGON ((196 774, 196 795, 169 795, 169 774, 196 774))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,False
10,5,10,0.020428227862824173,0.2599831,"POLYGON ((359 762, 359 776, 345 776, 345 762, 359 762))",Tree,Tree,fa697a13-zz_23_684289.26_4849538.61.png,False
